Show,EpId,ClipId,Start,Stop,is_probably_host,speaker,clip_silhouette_score,SEP12k,SEP28k-E,SEP28k-T,SEP28k-D,Unsure,PoorAudioQuality,Prolongation,Block,SoundRep,WordRep,DifficultToUnderstand,Interjection,NoStutteredWords,NaturalPause,Music,NoSpeech
IStutterSoWhat,0,10,23771520,23819520,True,Evan Sherman,0.667026698589325,train,dev,dev,train,0,0,2,0,0,0,0,0,1,0,0,0
IStutterSoWhat,0,11,24125440,24173440,True,Evan Sherman,0.7467409372329712,train,dev,dev,train,0,0,1,0,0,0,0,0,2,3,0,0
IStutterSoWhat,0,12,24150720,24198720,True,Evan Sherman,0.7335028052330017,train,dev,dev,train,0,0,0,1,0,0,0,2,2,1,0,0
IStutterSoWhat,0,13,24564000,24612000,False,IStutterSoWhat_0_2,0.5106706619262695,train,dev,dev,train,0,1,0,0,1,0,1,0,2,1,0,0
IStutterSoWhat,0,14,24588800,24636800,False,IStutterSoWhat_0_2,0.4956331849098205,train,dev,dev,train,0,0,0,1,0,1,0,0,2,2,0,0
IStutterSoWhat,0,15,24612480,24660480,False,IStutterSoWhat_0_2,0.5474511384963989,train,dev,dev,train,1,0,0,1,1,0,1,0,1,0,0,0
IStutterSoWhat,0,16,25190880,25238880,True,Evan Sherman,0.700671911239624,train,dev,dev,train,0,0,0,0,0,1,0,0,2,1,0,0
IStutterSoWhat,0,17,25218560,25266560,True,Evan Sherman,0.6892382502555847,train,dev,dev,train,0,0,0,0,0,0,0,0,3,1,0,0
IStutterSoWhat,0,18,2374560,2422560,False,IStutterSoWhat_0_2,0.5606293678283691,train,dev,dev,train,0,0,0,0,0,0,0,0,3,1,0,0
IStutterSoWhat,0,19,25571360,25619360,True,Evan Sherman,0.7232285141944885,train,dev,dev,train,0,0,0,0,0,3,0,2,0,1,0,0
IStutterSoWhat,0,20,25599680,25647680,True,Evan Sherman,0.7381123304367065,train,dev,dev,train,0,0,0,0,0,0,0,1,3,0,0,0
IStutterSoWhat,0,21,25959840,26007840,True,Evan Sherman,0.6163654327392578,train,dev,dev,train,0,0,3,1,0,0,0,0,0,0,0,0
IStutterSoWhat,0,22,25984160,26032160,False,IStutterSoWhat_0_2,0.485677570104599,train,dev,dev,train,0,0,2,0,0,2,0,0,1,0,0,0
IStutterSoWhat,0,23,26188000,26236000,True,Evan Sherman,0.6837207078933716,train,dev,dev,train,0,0,0,0,2,3,0,3,0,0,0,0
IStutterSoWhat,0,24,26213600,26261600,True,Evan Sherman,0.7356323003768921,train,dev,dev,train,0,0,1,0,0,0,0,3,2,2,0,0
IStutterSoWhat,0,25,26318400,26366400,True,Evan Sherman,0.2727077007293701,train,dev,dev,train,0,1,0,2,2,0,0,1,1,1,0,0
IStutterSoWhat,0,26,26343200,26391200,True,Evan Sherman,0.2472621500492096,train,dev,dev,train,0,0,0,0,3,0,1,1,0,0,0,0
IStutterSoWhat,0,27,26506240,26554240,True,Evan Sherman,0.4543787539005279,train,dev,dev,train,0,0,0,1,0,0,1,0,2,1,0,0
IStutterSoWhat,0,28,26531360,26579360,True,Evan Sherman,0.6085410118103027,train,dev,dev,train,0,0,1,0,0,0,0,1,2,1,0,0
IStutterSoWhat,0,29,26719040,26767040,True,Evan Sherman,0.7310969233512878,train,dev,dev,train,0,0,0,0,0,0,0,0,3,1,0,0
IStutterSoWhat,0,30,26744960,26792960,True,Evan Sherman,0.7021053433418274,train,dev,dev,train,0,0,1,1,2,0,0,1,0,0,0,0
IStutterSoWhat,0,31,27317920,27365920,True,Evan Sherman,0.3949553966522217,train,dev,dev,train,0,0,0,1,3,0,0,0,0,0,3,0
IStutterSoWhat,0,32,27342880,27390880,False,IStutterSoWhat_0_2,0.1088057309389114,train,dev,dev,train,1,0,0,0,0,0,0,0,2,0,3,2
IStutterSoWhat,0,33,28398240,28446240,False,IStutterSoWhat_0_2,0.1262003183364868,train,dev,dev,train,0,0,0,0,0,0,0,0,3,0,3,2
IStutterSoWhat,0,34,2707360,2755360,False,IStutterSoWhat_0_2,0.5802000164985657,train,dev,dev,train,0,0,2,0,1,0,0,1,0,0,0,0
IStutterSoWhat,0,35,2732160,2780160,False,IStutterSoWhat_0_2,0.5860642790794373,train,dev,dev,train,0,0,1,1,0,1,1,0,1,0,0,0
IStutterSoWhat,0,36,2787840,2835840,False,IStutterSoWhat_0_2,0.5948382019996643,train,dev,dev,train,0,0,1,0,0,0,0,0,2,1,0,0
IStutterSoWhat,0,37,2812480,2860480,False,IStutterSoWhat_0_2,0.5674267411231995,train,dev,dev,train,0,0,0,0,1,0,0,2,2,1,0,0
IStutterSoWhat,0,38,2856480,2904480,False,IStutterSoWhat_0_0,0.7310367822647095,train,test,train,dev,0,0,2,0,0,0,0,0,1,0,0,0
IStutterSoWhat,0,39,2982880,3030880,False,IStutterSoWhat_0_2,0.5405611395835876,train,dev,dev,train,0,0,0,2,3,0,0,1,0,1,0,0
IStutterSoWhat,0,40,3007360,3055360,False,IStutterSoWhat_0_2,0.5529183149337769,train,dev,dev,train,0,0,1,0,3,0,0,0,0,1,0,0
IStutterSoWhat,0,41,3187360,3235360,False,IStutterSoWhat_0_2,0.6231401562690735,train,dev,dev,train,0,0,0,1,0,0,0,3,2,2,0,0
IStutterSoWhat,0,42,3212160,3260160,False,IStutterSoWhat_0_2,0.4984416365623474,train,dev,dev,train,0,0,0,0,3,0,0,3,0,1,0,0
IStutterSoWhat,0,43,3243520,3291520,False,IStutterSoWhat_0_2,0.5735686421394348,train,dev,dev,train,0,0,1,0,3,0,0,0,0,2,0,0
IStutterSoWhat,0,44,3294560,3342560,False,IStutterSoWhat_0_0,0.4509889185428619,train,test,train,dev,0,0,1,1,0,0,0,2,2,0,0,0
IStutterSoWhat,0,45,3948160,3996160,False,IStutterSoWhat_0_0,0.7201582193374634,train,test,train,dev,0,0,2,1,1,2,0,0,0,1,0,0
IStutterSoWhat,0,46,3974080,4022080,False,IStutterSoWhat_0_0,0.7557980418205261,train,test,train,dev,0,0,0,1,1,0,0,0,1,1,0,0
IStutterSoWhat,0,47,4001600,4049600,False,IStutterSoWhat_0_0,0.7553858160972595,train,test,train,dev,0,0,0,0,0,0,0,0,3,1,0,0
IStutterSoWhat,0,48,20480,68480,False,IStutterSoWhat_0_2,0.1314503103494644,train,dev,dev,train,0,0,0,0,0,0,0,0,3,0,3,3
IStutterSoWhat,0,49,4263040,4311040,False,IStutterSoWhat_0_2,-0.1538293659687042,train,dev,dev,train,1,0,0,1,0,0,2,0,2,0,0,0
IStutterSoWhat,0,50,4298400,4346400,False,IStutterSoWhat_0_2,0.0894626304507255,train,dev,dev,train,0,0,0,2,0,0,1,0,1,0,0,0
IStutterSoWhat,0,51,4362560,4410560,False,IStutterSoWhat_0_0,0.7410335540771484,train,test,train,dev,0,0,0,0,0,0,0,3,3,0,0,0
IStutterSoWhat,0,52,4533120,4581120,False,IStutterSoWhat_0_0,0.7361648082733154,train,test,train,dev,0,0,0,0,0,0,0,0,3,1,0,0
IStutterSoWhat,0,53,4563360,4611360,False,IStutterSoWhat_0_0,0.6370905637741089,train,test,train,dev,0,0,1,0,0,0,0,0,2,2,0,0
IStutterSoWhat,0,54,4589120,4637120,False,IStutterSoWhat_0_0,0.6072837114334106,train,test,train,dev,0,0,0,2,3,0,1,0,0,0,0,0
IStutterSoWhat,0,55,4864640,4912640,False,IStutterSoWhat_0_0,0.7570853233337402,train,test,train,dev,0,0,0,2,0,0,0,0,1,1,0,0
IStutterSoWhat,0,56,4889440,4937440,False,IStutterSoWhat_0_0,0.7459993958473206,train,test,train,dev,0,0,1,1,0,0,0,1,2,1,0,0
IStutterSoWhat,0,57,4943840,4991840,False,IStutterSoWhat_0_0,0.7115837931632996,train,test,train,dev,0,0,0,3,1,0,0,0,0,0,0,1
IStutterSoWhat,0,58,4972000,5020000,False,IStutterSoWhat_0_0,0.7366095781326294,train,test,train,dev,0,0,0,2,1,2,0,0,0,0,0,0
IStutterSoWhat,0,59,5158080,5206080,False,IStutterSoWhat_0_0,0.7406706809997559,train,test,train,dev,0,0,0,0,0,3,0,0,0,2,0,0
IStutterSoWhat,0,60,5189120,5237120,False,IStutterSoWhat_0_0,0.7105330228805542,train,test,train,dev,0,0,0,0,0,0,1,1,3,0,0,0
IStutterSoWhat,0,61,5244640,5292640,False,IStutterSoWhat_0_0,0.5933461785316467,train,test,train,dev,0,0,0,0,0,3,0,2,0,1,0,0
IStutterSoWhat,0,62,5367360,5415360,False,IStutterSoWhat_0_0,0.6757732033729553,train,test,train,dev,0,0,1,0,0,0,0,0,2,1,0,0
IStutterSoWhat,0,63,5392000,5440000,False,IStutterSoWhat_0_0,0.6605172753334045,train,test,train,dev,0,0,0,1,0,0,0,0,2,2,0,0
IStutterSoWhat,0,64,5460160,5508160,False,IStutterSoWhat_0_0,0.5233395099639893,train,test,train,dev,0,0,0,0,0,0,0,0,3,2,0,0
IStutterSoWhat,0,65,35360,83360,False,IStutterSoWhat_0_2,0.1291122138500213,train,dev,dev,train,0,0,0,0,0,0,0,0,3,0,3,3
IStutterSoWhat,0,66,5532640,5580640,False,IStutterSoWhat_0_0,0.5666202306747437,train,test,train,dev,0,0,1,1,0,1,0,2,0,0,0,0
IStutterSoWhat,0,67,5562560,5610560,False,IStutterSoWhat_0_0,0.735750675201416,train,test,train,dev,0,0,0,1,1,0,0,0,2,0,0,0
IStutterSoWhat,0,68,5701920,5749920,False,IStutterSoWhat_0_0,0.6817420125007629,train,test,train,dev,0,0,2,1,0,0,1,0,1,0,0,0
IStutterSoWhat,0,69,5742880,5790880,False,IStutterSoWhat_0_0,0.4918847382068634,train,test,train,dev,0,0,1,0,0,0,0,0,3,0,0,0
IStutterSoWhat,0,70,6074880,6122880,False,IStutterSoWhat_0_0,0.7336381673812866,train,test,train,dev,0,0,1,1,0,0,1,0,1,1,0,0
IStutterSoWhat,0,71,6102720,6150720,False,IStutterSoWhat_0_0,0.6950852870941162,train,test,train,dev,0,0,0,0,0,0,0,2,3,0,0,0
IStutterSoWhat,0,72,6281760,6329760,False,IStutterSoWhat_0_2,0.5208486318588257,train,dev,dev,train,1,0,1,1,1,0,0,0,0,0,0,0
IStutterSoWhat,0,73,6308320,6356320,False,IStutterSoWhat_0_2,0.5488542318344116,train,dev,dev,train,0,0,1,0,0,0,0,0,2,0,0,0
IStutterSoWhat,0,74,6484000,6532000,False,IStutterSoWhat_0_2,0.5536332130432129,train,dev,dev,train,0,0,0,1,0,1,0,1,1,1,0,0
IStutterSoWhat,0,75,6509920,6557920,False,IStutterSoWhat_0_2,0.5265100598335266,train,dev,dev,train,0,0,0,0,3,0,0,0,0,0,0,0
IStutterSoWhat,0,76,6556960,6604960,False,IStutterSoWhat_0_2,0.6204059720039368,train,dev,dev,train,0,0,0,0,1,0,0,0,2,1,0,0
IStutterSoWhat,0,77,6582720,6630720,False,IStutterSoWhat_0_2,0.5757877826690674,train,dev,dev,train,0,0,0,1,1,0,0,0,1,1,0,0
IStutterSoWhat,0,78,6623840,6671840,False,IStutterSoWhat_0_2,0.5416878461837769,train,dev,dev,train,0,0,0,0,1,0,0,3,2,0,0,0
IStutterSoWhat,0,79,6663200,6711200,False,IStutterSoWhat_0_2,0.579052209854126,train,dev,dev,train,0,0,0,1,2,0,0,3,0,0,0,0
IStutterSoWhat,0,80,6742720,6790720,False,IStutterSoWhat_0_2,0.598903477191925,train,dev,dev,train,0,0,0,0,3,0,0,0,0,0,0,0
IStutterSoWhat,0,81,6768160,6816160,False,IStutterSoWhat_0_2,0.5855916142463684,train,dev,dev,train,0,0,0,1,2,0,0,0,0,0,0,0
IStutterSoWhat,0,82,6904640,6952640,False,IStutterSoWhat_0_2,0.5850387215614319,train,dev,dev,train,0,0,0,1,3,0,1,0,0,1,0,0
IStutterSoWhat,0,83,6929760,6977760,False,IStutterSoWhat_0_2,0.5378418564796448,train,dev,dev,train,0,0,0,0,3,0,0,0,0,0,0,0
IStutterSoWhat,0,84,50080,98080,False,IStutterSoWhat_0_2,0.1308688521385193,train,dev,dev,train,0,0,0,0,0,0,0,0,3,0,3,1
IStutterSoWhat,0,85,7048640,7096640,False,IStutterSoWhat_0_2,0.5273165106773376,train,dev,dev,train,0,0,0,0,0,0,0,3,3,2,0,0
IStutterSoWhat,0,86,7074400,7122400,False,IStutterSoWhat_0_2,0.5551300644874573,train,dev,dev,train,0,0,1,1,0,0,0,3,1,0,0,0
IStutterSoWhat,0,87,7120160,7168160,False,IStutterSoWhat_0_0,0.7093111872673035,train,test,train,dev,0,0,1,0,0,0,0,1,2,2,0,0
IStutterSoWhat,0,88,7487840,7535840,False,IStutterSoWhat_0_0,0.7671915292739868,train,test,train,dev,0,0,0,0,0,0,0,0,3,1,0,0
IStutterSoWhat,0,89,7514720,7562720,False,IStutterSoWhat_0_0,0.6196795701980591,train,test,train,dev,0,0,1,0,1,0,0,0,1,0,0,0
IStutterSoWhat,0,90,7964160,8012160,False,IStutterSoWhat_0_0,0.7283944487571716,train,test,train,dev,1,0,0,1,1,0,1,2,2,0,0,0
IStutterSoWhat,0,91,8004640,8052640,False,IStutterSoWhat_0_2,0.3073201179504394,train,dev,dev,train,0,0,1,1,1,1,0,2,0,0,0,0
IStutterSoWhat,0,92,8061600,8109600,False,IStutterSoWhat_0_2,0.5945648550987244,train,dev,dev,train,0,0,2,0,2,0,0,1,1,0,0,0
IStutterSoWhat,0,93,8091840,8139840,False,IStutterSoWhat_0_2,0.4614849388599396,train,dev,dev,train,0,0,1,1,2,0,0,0,0,0,0,0
IStutterSoWhat,0,94,8110400,8158400,False,IStutterSoWhat_0_2,0.491530030965805,train,dev,dev,train,0,0,1,1,1,1,0,0,0,0,0,0
IStutterSoWhat,0,95,8191840,8239840,False,IStutterSoWhat_0_2,0.5109965801239014,train,dev,dev,train,0,0,0,2,1,0,0,3,1,2,0,0
IStutterSoWhat,0,96,8222400,8270400,False,IStutterSoWhat_0_2,0.5500545501708984,train,dev,dev,train,0,0,1,1,1,1,0,0,0,0,0,0
IStutterSoWhat,0,97,8264640,8312640,False,IStutterSoWhat_0_0,0.3075240552425384,train,test,train,dev,0,0,0,0,0,0,0,2,3,1,0,0
IStutterSoWhat,0,98,8452480,8500480,False,IStutterSoWhat_0_2,0.2135697454214096,train,dev,dev,train,0,0,1,0,1,0,0,1,2,2,0,0
IStutterSoWhat,0,99,8482240,8530240,False,IStutterSoWhat_0_0,0.6524908542633057,train,test,train,dev,0,0,1,2,0,0,0,3,0,2,0,0
IStutterSoWhat,0,100,8503360,8551360,False,IStutterSoWhat_0_0,0.7404159903526306,train,test,train,dev,0,1,0,0,0,0,0,1,3,1,0,0
IStutterSoWhat,0,101,65120,113120,False,IStutterSoWhat_0_2,0.1323499381542205,train,dev,dev,train,1,0,0,0,0,0,0,0,2,0,3,1
IStutterSoWhat,0,102,8725120,8773120,False,IStutterSoWhat_0_0,0.7393475770950317,train,test,train,dev,0,0,0,0,0,3,0,2,0,0,0,0
IStutterSoWhat,0,103,8752480,8800480,False,IStutterSoWhat_0_0,0.703784704208374,train,test,train,dev,0,0,3,0,0,0,0,0,0,0,0,0
IStutterSoWhat,0,104,8863040,8911040,False,IStutterSoWhat_0_0,0.7076483368873596,train,test,train,dev,0,0,1,0,0,0,1,0,2,2,0,0
IStutterSoWhat,0,105,8887520,8935520,False,IStutterSoWhat_0_0,0.3431487679481506,train,test,train,dev,0,0,0,1,0,0,0,0,2,0,0,0
IStutterSoWhat,0,106,8899200,8947200,False,IStutterSoWhat_0_0,0.3853164911270141,train,test,train,dev,0,0,0,0,0,0,1,0,3,2,0,0
IStutterSoWhat,0,107,8927040,8975040,False,IStutterSoWhat_0_0,0.7244861125946045,train,test,train,dev,0,0,0,0,0,0,0,0,3,1,0,0
IStutterSoWhat,0,108,9470240,9518240,False,IStutterSoWhat_0_0,0.7471653819084167,train,test,train,dev,0,0,2,1,0,0,0,3,0,1,0,0
IStutterSoWhat,0,109,9498400,9546400,False,IStutterSoWhat_0_0,0.7401182055473328,train,test,train,dev,0,0,0,1,0,0,0,1,2,0,0,0
IStutterSoWhat,0,110,9820160,9868160,False,IStutterSoWhat_0_0,0.5953089594841003,train,test,train,dev,0,0,0,1,0,0,1,0,2,2,0,0
IStutterSoWhat,0,111,9846240,9894240,False,IStutterSoWhat_0_0,0.7344545722007751,train,test,train,dev,0,0,0,0,0,0,0,0,3,0,0,0
IStutterSoWhat,0,112,9906240,9954240,False,IStutterSoWhat_0_0,0.7681315541267395,train,test,train,dev,0,0,0,2,2,0,0,0,0,1,0,0
IStutterSoWhat,0,113,9950240,9998240,False,IStutterSoWhat_0_0,0.7114970684051514,train,test,train,dev,0,0,1,0,0,0,0,0,2,3,0,0
IStutterSoWhat,0,114,10034720,10082720,False,IStutterSoWhat_0_2,0.5717467069625854,train,dev,dev,train,0,0,0,2,0,1,0,1,0,0,0,0
IStutterSoWhat,0,115,9998080,10046080,False,IStutterSoWhat_0_0,0.7086740732192993,train,test,train,dev,0,0,1,0,0,0,0,0,2,0,0,0
IStutterSoWhat,0,116,10261440,10309440,False,IStutterSoWhat_0_2,0.5293622016906738,train,dev,dev,train,0,0,3,0,0,0,1,2,0,0,0,0
IStutterSoWhat,0,117,10290080,10338080,False,IStutterSoWhat_0_2,0.4173795580863952,train,dev,dev,train,0,0,0,2,1,1,1,2,0,1,0,0
IStutterSoWhat,0,118,79680,127680,False,IStutterSoWhat_0_2,0.3282340466976166,train,dev,dev,train,0,0,0,0,0,0,0,0,3,0,3,0
IStutterSoWhat,0,119,10324960,10372960,False,IStutterSoWhat_0_2,0.6198216080665588,train,dev,dev,train,0,0,0,2,3,0,1,0,0,0,0,0
IStutterSoWhat,0,120,10462880,10510880,False,IStutterSoWhat_0_0,0.7690470218658447,train,test,train,dev,0,0,2,0,0,0,0,0,1,1,0,0
IStutterSoWhat,0,121,10487840,10535840,False,IStutterSoWhat_0_2,0.3310185968875885,train,dev,dev,train,0,0,0,0,3,0,1,0,0,1,0,0
IStutterSoWhat,0,122,10547360,10595360,False,IStutterSoWhat_0_0,0.7648422718048096,train,test,train,dev,0,0,1,0,0,0,0,1,2,1,0,0
IStutterSoWhat,0,123,10780640,10828640,False,IStutterSoWhat_0_0,0.7091683745384216,train,test,train,dev,0,0,2,0,0,3,0,0,0,0,0,0
IStutterSoWhat,0,124,10805280,10853280,False,IStutterSoWhat_0_0,0.7217294573783875,train,test,train,dev,0,0,1,1,0,3,0,0,0,1,0,0
IStutterSoWhat,0,125,11142720,11190720,False,IStutterSoWhat_0_0,0.6971821784973145,train,test,train,dev,0,0,0,1,1,0,0,0,1,0,0,0
IStutterSoWhat,0,126,11168320,11216320,False,IStutterSoWhat_0_0,0.465725302696228,train,test,train,dev,0,0,1,0,0,0,0,2,2,2,0,0
IStutterSoWhat,0,127,11271040,11319040,False,IStutterSoWhat_0_0,0.6947904229164124,train,test,train,dev,0,0,0,0,1,0,0,0,2,0,0,0
IStutterSoWhat,0,128,11315040,11363040,False,IStutterSoWhat_0_0,0.6815821528434753,train,test,train,dev,0,0,0,0,0,0,0,0,3,1,0,0
IStutterSoWhat,0,129,11374720,11422720,False,IStutterSoWhat_0_0,0.7233951091766357,train,test,train,dev,0,0,0,2,0,0,0,0,1,2,0,0
IStutterSoWhat,0,130,12705440,12753440,False,IStutterSoWhat_0_2,0.115430399775505,train,dev,dev,train,0,0,0,0,0,0,0,0,3,0,3,2
IStutterSoWhat,0,131,12733280,12781280,False,IStutterSoWhat_0_2,0.1161106675863266,train,dev,dev,train,0,0,0,0,0,0,0,0,3,0,3,1
IStutterSoWhat,0,132,12747520,12795520,True,Evan Sherman,0.6502929329872131,train,dev,dev,train,0,0,0,0,0,0,0,0,3,0,3,0
IStutterSoWhat,0,133,12768960,12816960,True,Evan Sherman,0.5851491689682007,train,dev,dev,train,0,0,1,0,0,0,0,0,2,2,2,0
IStutterSoWhat,0,134,1088160,1136160,False,IStutterSoWhat_0_2,0.5488474369049072,train,dev,dev,train,0,0,0,0,0,0,0,0,3,0,3,0
IStutterSoWhat,0,135,1112960,1160960,False,IStutterSoWhat_0_2,0.6159002184867859,train,dev,dev,train,0,0,1,0,0,0,0,0,2,0,2,0
IStutterSoWhat,0,136,13067360,13115360,True,Evan Sherman,0.7361377477645874,train,dev,dev,train,0,0,1,0,0,0,1,2,2,1,0,0
IStutterSoWhat,0,137,13094080,13142080,True,Evan Sherman,0.7053578495979309,train,dev,dev,train,0,0,1,1,0,3,0,3,0,1,0,0
IStutterSoWhat,0,138,13200800,13248800,True,Evan Sherman,0.687788724899292,train,dev,dev,train,0,0,0,0,0,3,0,0,0,0,0,0
IStutterSoWhat,0,139,13230880,13278880,True,Evan Sherman,0.7256172299385071,train,dev,dev,train,0,0,0,0,0,0,0,3,3,0,0,0
IStutterSoWhat,0,140,13542400,13590400,True,Evan Sherman,0.7037581205368042,train,dev,dev,train,0,0,2,0,0,0,0,1,1,0,0,0
IStutterSoWhat,0,141,13569280,13617280,True,Evan Sherman,0.4680259525775909,train,dev,dev,train,0,0,0,0,0,0,0,0,3,1,0,0
IStutterSoWhat,0,142,13751040,13799040,True,Evan Sherman,0.6684536337852478,train,dev,dev,train,0,0,0,0,0,2,0,2,1,0,0,0
IStutterSoWhat,0,143,13778240,13826240,True,Evan Sherman,0.6947203874588013,train,dev,dev,train,0,0,0,0,0,3,0,1,0,1,0,0
IStutterSoWhat,0,144,14830560,14878560,True,Evan Sherman,0.6706656813621521,train,dev,dev,train,0,0,1,0,1,0,0,1,1,1,0,0
IStutterSoWhat,0,145,14855360,14903360,True,Evan Sherman,0.6958178281784058,train,dev,dev,train,0,0,0,2,3,0,1,0,0,0,0,0
IStutterSoWhat,0,146,15231360,15279360,True,Evan Sherman,0.6690012216567993,train,dev,dev,train,0,0,0,0,3,0,0,0,0,1,0,0
IStutterSoWhat,0,147,15255520,15303520,True,Evan Sherman,0.7455740571022034,train,dev,dev,train,0,0,0,0,0,0,1,0,3,2,0,0
IStutterSoWhat,0,148,15475520,15523520,True,Evan Sherman,0.6460996866226196,train,dev,dev,train,0,0,1,1,0,0,0,2,2,1,0,0
IStutterSoWhat,0,149,15501120,15549120,True,Evan Sherman,0.7047708034515381,train,dev,dev,train,0,0,0,1,0,0,0,2,2,1,0,0
IStutterSoWhat,0,150,15829120,15877120,True,Evan Sherman,0.6325123906135559,train,dev,dev,train,0,0,0,1,0,0,0,1,2,0,0,0
IStutterSoWhat,0,151,15857280,15905280,True,Evan Sherman,0.6363378167152405,train,dev,dev,train,0,0,1,3,2,1,0,0,0,1,0,0
IStutterSoWhat,0,152,16114720,16162720,True,Evan Sherman,0.6662286520004272,train,dev,dev,train,0,0,0,2,0,0,1,2,1,3,0,0
IStutterSoWhat,0,153,16139200,16187200,True,Evan Sherman,0.7286576628684998,train,dev,dev,train,0,0,0,0,0,0,0,0,3,1,0,0
IStutterSoWhat,0,154,16199520,16247520,True,Evan Sherman,0.7061313986778259,train,dev,dev,train,0,0,0,0,2,1,1,0,0,1,0,0
IStutterSoWhat,0,155,2139040,2187040,False,IStutterSoWhat_0_2,0.5999161601066589,train,dev,dev,train,0,0,0,1,0,0,0,3,2,1,1,0
IStutterSoWhat,0,156,2165120,2213120,False,IStutterSoWhat_0_2,0.5961095690727234,train,dev,dev,train,0,0,0,2,3,0,0,0,0,0,0,0
IStutterSoWhat,0,157,16793600,16841600,True,Evan Sherman,0.5772486925125122,train,dev,dev,train,0,0,0,1,1,1,0,0,0,2,0,0
IStutterSoWhat,0,158,16821440,16869440,True,Evan Sherman,0.6814262866973877,train,dev,dev,train,0,0,0,0,0,0,0,0,3,0,0,0
IStutterSoWhat,0,159,17193440,17241440,True,Evan Sherman,0.6123809814453125,train,dev,dev,train,0,0,0,2,2,0,0,3,0,1,0,0
IStutterSoWhat,0,160,17220160,17268160,True,Evan Sherman,0.5463764071464539,train,dev,dev,train,0,1,0,0,0,2,0,1,1,1,0,0
IStutterSoWhat,0,161,17412800,17460800,True,Evan Sherman,0.5941034555435181,train,dev,dev,train,0,0,1,0,0,1,0,0,2,0,0,0
IStutterSoWhat,0,162,17440000,17488000,True,Evan Sherman,0.3999206721782684,train,dev,dev,train,0,0,0,0,0,0,1,0,3,0,0,0
IStutterSoWhat,0,163,18179840,18227840,True,Evan Sherman,0.6329956650733948,train,dev,dev,train,0,0,0,0,0,0,0,0,3,1,0,0
IStutterSoWhat,0,164,18208960,18256960,True,Evan Sherman,0.6922324895858765,train,dev,dev,train,0,0,1,0,3,0,0,0,0,0,0,0
IStutterSoWhat,0,165,18311840,18359840,True,Evan Sherman,0.6481101512908936,train,dev,dev,train,0,0,1,2,0,0,0,0,0,0,0,0
IStutterSoWhat,0,166,18347200,18395200,True,Evan Sherman,0.5845334529876709,train,dev,dev,train,0,0,2,0,0,0,0,2,1,0,0,0
IStutterSoWhat,0,167,18501120,18549120,True,Evan Sherman,0.731694221496582,train,dev,dev,train,0,0,0,0,0,0,0,1,3,1,0,0
IStutterSoWhat,0,168,18526880,18574880,True,Evan Sherman,0.6922163963317871,train,dev,dev,train,0,0,0,1,3,0,0,0,0,0,0,0
IStutterSoWhat,0,169,18740320,18788320,True,Evan Sherman,0.7333308458328247,train,dev,dev,train,0,0,0,0,0,0,0,3,3,0,0,0
IStutterSoWhat,0,170,18768480,18816480,True,Evan Sherman,0.6880293488502502,train,dev,dev,train,0,0,0,0,0,0,0,3,3,3,0,0
IStutterSoWhat,0,171,19001280,19049280,True,Evan Sherman,0.5964027047157288,train,dev,dev,train,0,0,1,0,0,0,0,2,2,1,0,0
IStutterSoWhat,0,172,19034720,19082720,True,Evan Sherman,0.7220633625984192,train,dev,dev,train,0,0,1,0,0,0,0,0,3,0,0,0
IStutterSoWhat,0,173,19127040,19175040,True,Evan Sherman,0.737869381904602,train,dev,dev,train,0,0,0,0,0,0,0,3,3,1,0,0
IStutterSoWhat,0,174,19155520,19203520,True,Evan Sherman,0.6372528672218323,train,dev,dev,train,0,0,0,1,0,1,0,0,1,2,0,0
IStutterSoWhat,0,175,19272640,19320640,True,Evan Sherman,0.6617658734321594,train,dev,dev,train,0,0,0,1,2,0,0,0,0,0,0,0
IStutterSoWhat,0,176,19302080,19350080,True,Evan Sherman,0.5892836451530457,train,dev,dev,train,0,0,0,0,0,0,0,0,3,1,0,0
IStutterSoWhat,0,177,2243200,2291200,False,IStutterSoWhat_0_2,0.4727165102958679,train,dev,dev,train,0,0,1,2,2,0,1,0,0,0,0,0
IStutterSoWhat,0,178,2269120,2317120,False,IStutterSoWhat_0_2,0.541761577129364,train,dev,dev,train,0,0,0,0,3,0,0,0,0,0,0,0
IStutterSoWhat,0,179,19499680,19547680,True,Evan Sherman,0.6787370443344116,train,dev,dev,train,0,0,0,0,1,2,0,2,0,1,0,0
IStutterSoWhat,0,180,19526240,19574240,True,Evan Sherman,0.6947349309921265,train,dev,dev,train,0,0,0,2,1,1,0,1,0,1,0,0
IStutterSoWhat,0,181,20308640,20356640,True,Evan Sherman,0.6075273156166077,train,dev,dev,train,0,0,1,1,2,3,1,2,0,0,0,0
IStutterSoWhat,0,182,20333440,20381440,True,Evan Sherman,0.7338109016418457,train,dev,dev,train,0,0,0,0,2,3,0,1,0,0,0,0
IStutterSoWhat,0,183,20350720,20398720,True,Evan Sherman,0.7110611200332642,train,dev,dev,train,0,0,0,0,1,3,0,1,0,0,0,0
IStutterSoWhat,0,184,20389280,20437280,True,Evan Sherman,0.714221715927124,train,dev,dev,train,0,0,1,0,0,0,0,0,2,0,0,0
IStutterSoWhat,0,185,20460640,20508640,True,Evan Sherman,0.7214648723602295,train,dev,dev,train,0,0,0,0,0,0,0,0,3,2,0,0
